query,doc,label
comp.sys.mac.hardware,"I have a 3 month old that seems to have acquired the jitters of late.  The 14"" Apple color monitor that I'm using with an LCIII sort of jiggles to the left and right all the time now. I have attempted to relocate the monitor to make sure the problem isn't interference from something else, but the  problem seems to remain no matter what I do.  Has anybody encountered this problem?  Thanks,",1
comp.sys.mac.hardware,If you think that kind of uncalled for blanket statement will cause censorship at Mr. Jefferson's university you are wrong. ,0
comp.os.ms-windows.misc,Does anyone know where the program MONOUMB.386 is available .. I have  checked my Windows system disks and MONOUMB2.386 is there but not the  other one.. Thanks..  Stan Kucera  ,1
comp.os.ms-windows.misc,"Not to mention, Mr. Francis is an incredibly nice person.  Over Christmas break, a friend of mine had a little Xmas gathering.  The two of us drove to Ron's house.  While I stayed in the car out of shyness, my friend went to the door and rang the bell.  Ron answered and my friend introduced himself.  He then proceeded to invite Francis to the party.  Ron declined because he ""had to watch his daughter.""  He then reached out and shook my friend's hand!  I know this isn't r.s.b., but I don't think Barry Bonds would be this polite in this situation.",0
talk.politics.misc," Which, considering the amount Bush&congress added to it, would be a not-inconsiderable achievement.  While we're on the subject, I also believe that the supply-side claim that reducing taxes raised revenue is also false, because they typically factor in SocSec taxes, which were *raised* a considerable amount, at the same time that income taxes were cut.  If you look at income tax revenue alone, it fell after after the cuts began, and didn't recover for several years. By then, record deficits were well entrenched.  *crunch, crunch*",1
talk.politics.misc,"Build 59 causes 2 exceptions when I exit Windows. In fact, I have had this happen on all builds after 44, which shipped with my Gateway system.  Am I doing something wrong, or is this problem commonly overlooked?",0
rec.autos,Since we're on the subject of brakes.... does anyone know why a 4WD Vauxhall/ Opel disengages drive to the rear wheels when the brakes are applied? Vauxhall boast about how the car is more stable in fwd mode during braking than in 4wd mode.... how is this so?  						...Shaz... ,1
rec.autos," the fancy piggyback shocks on the 550 (and the 750, i think.  i don't know about the zr1100) are very nice, 3-way adjustability.  the forks are crappy, they dive like MAD.  i had progressive springs installed and it made a huge difference.  cheap fix, MUCH improvement.",0
talk.politics.guns,"}>Look, if you can figure out a reliable means of keeping guns away from }>bad people, while not interfering with good people, I think we'd all be }>for it.  The problem is, the methods we're using now don't do the trick. } }Don't manufacture them.  Don't sell them.  Don't import them.  Japan did this.  It required near-total isolation from the rest of the world for 2 centuries.  }Some guns will get through, but far fewer, and far less people will }die because of them.  Hunting weapons could be allowed, of course, as }long as they are big, and bulky, and require reloading after a few }shots (how many times can you shoot at the same animal, anyways One }assumes they are moving!)  Hunting weapons are great for extortionist sharpshooters.  ""Send me money or else I'll pick you off from 2 miles away.""  Tim Starr - Renaissance Now!  Assistant Editor: Freedom Network News, the newsletter of ISIL, The International Society for Individual Liberty, 1800 Market St., San Francisco, CA 94102 (415) 864-0952; FAX: (415) 864-7506; 71034.2711@compuserve.com",1
talk.politics.guns," Which, considering the amount Bush&congress added to it, would be a not-inconsiderable achievement.  While we're on the subject, I also believe that the supply-side claim that reducing taxes raised revenue is also false, because they typically factor in SocSec taxes, which were *raised* a considerable amount, at the same time that income taxes were cut.  If you look at income tax revenue alone, it fell after after the cuts began, and didn't recover for several years. By then, record deficits were well entrenched.  *crunch, crunch*",0
sci.electronics,"Radio Shack has canceled their ""Battery of the Month"" Club.  Does  anyone know why?    They say they'll honor existing cards in customer hands, but no new cards will be issued.",1
